Fitting statistics for a 2D DOSY experiment  
Pure exponential fitting (Stejskal-Tanner equation)  
Monoexpoential fitting  


*******Fit Summary*******
Frequency   Exp. Ampl   Fit. Ampl1  error       Diff coef1  error       
-1.03405e-04  1.91789e-05  1.22584e-04  
-5.10906e-05  1.02645e-05  6.13550e-05  
5.49610e-05  5.49265e-06  -4.94683e-05  

Peak Nr:   1019       Frequency (ppm):  1.27848    
Exp. Ampl    Fit. Ampl    Diff        
1.54566e-03  1.51576e-03  -2.98972e-05  
8.45729e-04  8.71801e-04  2.60715e-05  
5.13890e-04  5.01428e-04  -1.24623e-05  
2.52510e-04  2.88410e-04  3.59000e-05  
1.67232e-04  1.65884e-04  -1.34849e-06  
1.88397e-04  9.53837e-05  -9.30137e-05  
-2.61724e-05  5.48610e-05  8.10334e-05  
1.17245e-04  3.15610e-05  -8.56841e-05  
-1.40021e-04  1.81518e-05  1.58173e-04  
6.26612e-06  1.04383e-05  4.17216e-06  

Peak Nr:   1020       Frequency (ppm):  1.28276    
Exp. Ampl    Fit. Ampl    Diff        
2.79225e-03  2.72810e-03  -6.41492e-05  
1.36864e-03  1.41261e-03  4.39714e-05  
7.12910e-04  7.31463e-04  1.85530e-05  
3.61457e-04  3.78767e-04  1.73101e-05  
2.72457e-04  1.96130e-04  -7.63274e-05  
1.21230e-04  1.01524e-04  -1.97061e-05  
8.74206e-05  5.25695e-05  -3.48511e-05  
-6.34420e-05  2.72281e-05  9.06700e-05  
-1.46567e-05  1.40980e-05  2.87547e-05  
-1.61957e-05  7.29842e-06  2.34941e-05  

Peak Nr:   1021       Frequency (ppm):  1.28874    
Exp. Ampl    Fit. Ampl    Diff        
1.51124e-03  1.47984e-03  -3.14055e-05  
8.94178e-04  8.16486e-04  -7.76921e-05  
4.30101e-04  4.50493e-04  2.03921e-05  
2.51573e-04  2.48563e-04  -3.00980e-06  
4.83376e-05  1.37144e-04  8.88069e-05  
8.58378e-05  7.56462e-05  -1.01916e-05  
3.70641e-05  4.17372e-05  4.67318e-06  
-3.34677e-05  2.30338e-05  5.65015e-05  
5.84585e-05  1.27081e-05  -4.57504e-05  
8.78936e-06  7.01021e-06  -1.77915e-06  

Peak Nr:   1022       Frequency (ppm):  1.29045    
Exp. Ampl    Fit. Ampl    Diff        
1.50958e-03  1.47916e-03  -3.04251e-05  
7.95278e-04  8.51706e-04  5.64281e-05  
3.98074e-04  4.90421e-04  9.23476e-05  
3.27967e-04  2.82396e-04  -4.55714e-05  
2.61230e-04  1.62607e-04  -9.86227e-05  
4.12711e-05  9.36052e-05  5.23340e-05  
7.60741e-05  5.38986e-05  -2.21755e-05  
1.66021e-05  3.10422e-05  1.44401e-05  
4.76672e-05  1.78735e-05  -2.97937e-05  
6.77969e-05  1.02898e-05  -5.75071e-05  

Peak Nr:   1023       Frequency (ppm):  1.29173    
Exp. Ampl    Fit. Ampl    Diff        
1.58208e-03  1.52621e-03  -5.58701e-05  
8.04960e-04  8.87381e-04  8.24205e-05  
4.36420e-04  5.15952e-04  7.95321e-05  
2.70209e-04  2.99997e-04  2.97886e-05  
2.25169e-04  1.74429e-04  -5.07397e-05  
1.19979e-04  1.01391e-04  -1.85882e-05  
1.17120e-04  5.89516e-05  -5.81687e-05  
6.53706e-05  3.42838e-05  -3.10868e-05  
-3.32751e-05  1.99327e-05  5.32077e-05  
6.04159e-05  1.15873e-05  -4.88285e-05  

Peak Nr:   1024       Frequency (ppm):  1.29344    
Exp. Ampl    Fit. Ampl    Diff        
1.63861e-03  1.60081e-03  -3.77954e-05  
7.92627e-04  8.60587e-04  6.79592e-05  
2.57180e-04  4.62652e-04  2.05472e-04  
3.88902e-04  2.48728e-04  -1.40174e-04  
2.40623e-04  1.33717e-04  -1.06906e-04  
5.46625e-05  7.18638e-05  1.72013e-05  
2.47174e-05  3.86338e-05  1.39164e-05  
8.66889e-05  2.07747e-05  -6.59142e-05  
-3.44663e-05  1.11678e-05  4.56341e-05  
-3.07469e-05  6.00256e-06  3.67495e-05  

Peak Nr:   1025       Frequency (ppm):  1.29771    
Exp. Ampl    Fit. Ampl    Diff        
2.99926e-03  2.97721e-03  -2.20489e-05  
1.52355e-03  1.57104e-03  4.74863e-05  
8.02813e-04  8.29026e-04  2.62136e-05  
4.31764e-04  4.37483e-04  5.71924e-06  
1.55471e-04  2.30858e-04  7.53874e-05  
1.47245e-04  1.21783e-04  -2.54622e-05  
1.25810e-04  6.42639e-05  -6.15465e-05  
1.38239e-05  3.39203e-05  2.00964e-05  
-3.48571e-05  1.78984e-05  5.27555e-05  
1.81946e-04  9.44283e-06  -1.72503e-04  

Peak Nr:   1026       Frequency (ppm):  1.30241    
Exp. Ampl    Fit. Ampl    Diff        
1.84819e-03  1.75552e-03  -9.26717e-05  
8.25959e-04  1.00245e-03  1.76496e-04  
4.91194e-04  5.72437e-04  8.12430e-05  
3.17280e-04  3.26889e-04  9.60843e-06  
2.25267e-04  1.86666e-04  -3.86013e-05  
1.85798e-04  1.06563e-04  -7.92350e-05  
1.48771e-04  6.08506e-05  -8.79204e-05  
-1.34749e-04  3.47556e-05  1.69505e-04  
-1.82498e-05  1.98456e-05  3.80955e-05  
9.45033e-05  1.13304e-05  -8.31729e-05  

Peak Nr:   1027       Frequency (ppm):  1.30455    
Exp. Ampl    Fit. Ampl    Diff        
1.76996e-03  1.77542e-03  5.46311e-06  
9.06521e-04  8.91819e-04  -1.47022e-05  
4.15349e-04  4.47978e-04  3.26299e-05  
2.75170e-04  2.25034e-04  -5.01358e-05  
1.86228e-04  1.13040e-04  -7.31886e-05  
-5.90954e-05  5.67625e-05  1.15858e-04  
-1.95685e-06  2.85127e-05  3.04696e-05  
-8.74389e-05  1.43265e-05  1.01765e-04  
-1.10811e-05  7.19599e-06  1.82771e-05  
9.47439e-06  3.61384e-06  -5.86055e-06  

Peak Nr:   1028       Frequency (ppm):  1.30711    
Exp. Ampl    Fit. Ampl    Diff        
1.82502e-03  1.78426e-03  -4.07637e-05  
1.00376e-03  9.41127e-04  -6.26306e-05  
3.46931e-04  4.96415e-04  1.49484e-04  
3.38412e-04  2.61850e-04  -7.65618e-05  
2.63166e-04  1.38118e-04  -1.25048e-04  
-2.86299e-05  7.28295e-05  1.01459e-04  
9.60255e-06  3.84150e-05  2.88125e-05  
-2.30541e-05  2.02679e-05  4.33220e-05  
5.15151e-05  1.06900e-05  -4.08250e-05  
1.48438e-06  5.63741e-06  4.15303e-06  

Peak Nr:   1029       Frequency (ppm):  1.30925    
Exp. Ampl    Fit. Ampl    Diff        
1.89378e-03  1.85828e-03  -3.54979e-05  
9.93107e-04  9.59244e-04  -3.38639e-05  
5.98744e-04  4.95167e-04  -1.03577e-04  
8.57528e-05  2.55615e-04  1.69862e-04  
1.39280e-04  1.31951e-04  -7.32907e-06  
3.60896e-05  6.80911e-05  3.20014e-05  
1.39602e-05  3.51488e-05  2.11885e-05  
-8.05543e-06  1.81488e-05  2.62042e-05  
-2.46026e-05  9.36793e-06  3.39705e-05  
1.14031e-04  4.83469e-06  -1.09197e-04  

Peak Nr:   1030       Frequency (ppm):  1.31139    
Exp. Ampl    Fit. Ampl    Diff        
2.35218e-03  2.30656e-03  -4.56216e-05  
1.56945e-03  1.32462e-03  -2.44834e-04  
6.09156e-04  7.60715e-04  1.51560e-04  
4.24831e-04  4.36880e-04  1.20495e-05  
1.08147e-04  2.50897e-04  1.42750e-04  
9.76184e-05  1.44047e-04  4.64287e-05  
7.09427e-05  8.27243e-05  1.17816e-05  
1.02824e-04  4.75182e-05  -5.53061e-05  
8.48433e-05  2.72877e-05  -5.75555e-05  
8.06215e-05  1.56681e-05  -6.49534e-05  

Peak Nr:   1031       Frequency (ppm):  1.31310    
Exp. Ampl    Fit. Ampl    Diff        
2.47386e-03  2.46708e-03  -6.77965e-06  
1.27756e-03  1.28914e-03  1.15806e-05  
6.68836e-04  6.73635e-04  4.79881e-06  
2.60962e-04  3.52013e-04  9.10511e-05  
1.96155e-04  1.83944e-04  -1.22116e-05  
9.43743e-05  9.60875e-05  1.71316e-06  
5.04664e-05  5.02097e-05  -2.56691e-07  
1.46392e-05  2.62436e-05  1.16044e-05  
4.68271e-05  1.37126e-05  -3.31145e-05  
1.19514e-04  7.16386e-06  -1.12350e-04  

Peak Nr:   1032       Frequency (ppm):  1.31609    
Exp. Ampl    Fit. Ampl    Diff        
2.22828e-03  2.17461e-03  -5.36688e-05  
7.03859e-04  1.09030e-03  3.86445e-04  
5.52674e-04  5.46663e-04  -6.01006e-06  
3.35433e-04  2.74097e-04  -6.13359e-05  
2.36415e-04  1.37429e-04  -9.89857e-05  
9.01763e-05  6.88811e-05  -2.12952e-05  
-2.58302e-05  3.45358e-05  6.03660e-05  
5.92871e-05  1.73206e-05  -4.19666e-05  
8.67897e-05  8.68371e-06  -7.81060e-05  
3.64600e-05  4.35286e-06  -3.21071e-05  

Peak Nr:   1033       Frequency (ppm):  1.31908    
Exp. Ampl    Fit. Ampl    Diff        
2.12801e-03  2.09169e-03  -3.63224e-05  
9.32551e-04  1.05875e-03  1.26204e-04  
6.10210e-04  5.35918e-04  -7.42916e-05  
2.82288e-04  2.71277e-04  -1.10108e-05  
2.04084e-04  1.37315e-04  -6.67693e-05  
2.90098e-06  6.94821e-05  6.65811e-05  
5.55943e-05  3.51700e-05  -2.04242e-05  
-9.22730e-05  1.78071e-05  1.10080e-04  
-5.52826e-06  9.01299e-06  1.45412e-05  
8.71123e-05  4.56111e-06  -8.25512e-05  

Peak Nr:   1034       Frequency (ppm):  1.32207    
Exp. Ampl    Fit. Ampl    Diff        
2.18551e-03  2.13610e-03  -4.94126e-05  
1.03301e-03  1.11783e-03  8.48218e-05  
5.82678e-04  5.84971e-04  2.29279e-06  
3.66965e-04  3.06129e-04  -6.08360e-05  
6.77218e-05  1.60202e-04  9.24798e-05  
-6.78770e-05  8.38078e-05  1.51685e-04  
5.42659e-05  4.38572e-05  -1.04086e-05  
-6.73205e-05  2.29569e-05  9.02774e-05  
1.12633e-04  1.20128e-05  -1.00620e-04  
-7.01436e-05  6.28505e-06  7.64287e-05  

Peak Nr:   1035       Frequency (ppm):  1.32463    
Exp. Ampl    Fit. Ampl    Diff        
2.25862e-03  2.28642e-03  2.78048e-05  
1.27225e-03  1.19364e-03  -7.86141e-05  
6.21264e-04  6.23151e-04  1.88677e-06  
2.49474e-04  3.25331e-04  7.58568e-05  
1.49057e-04  1.69843e-04  2.07859e-05  
8.85826e-05  8.86395e-05  5.69014e-08  
3.38171e-05  4.62749e-05  1.24578e-05  
-5.43073e-06  2.41646e-05  2.95953e-05  
-2.11118e-06  1.26146e-05  1.47258e-05  
1.32267e-04  6.58412e-06  -1.25683e-04  

Peak Nr:   1036       Frequency (ppm):  1.32634    
Exp. Ampl    Fit. Ampl    Diff        
2.33656e-03  2.32212e-03  -1.44376e-05  
1.18647e-03  1.24325e-03  5.67849e-05  
7.17185e-04  6.65637e-04  -5.15479e-05  
2.79050e-04  3.56391e-04  7.73414e-05  
1.92028e-04  1.90813e-04  -1.21535e-06  
1.48245e-04  1.02129e-04  -4.61157e-05  
-2.26633e-05  5.46796e-05  7.73429e-05  
-5.40537e-05  2.92828e-05  8.33365e-05  
8.13352e-05  1.56771e-05  -6.56582e-05  
5.00333e-05  8.39171e-06  -4.16416e-05  

Peak Nr:   1037       Frequency (ppm):  1.32805    
Exp. Ampl    Fit. Ampl    Diff        
2.40479e-03  2.34762e-03  -5.71649e-05  
1.10695e-03  1.18782e-03  8.08731e-05  
6.39777e-04  6.01008e-04  -3.87689e-05  
2.71687e-04  3.04103e-04  3.24166e-05  
1.51109e-04  1.53869e-04  2.76041e-06  
1.47162e-04  7.78274e-05  -6.93346e-05  
5.96842e-05  3.93784e-05  -2.03058e-05  
-6.91793e-06  1.99299e-05  2.68479e-05  
-2.70354e-05  1.00834e-05  3.71188e-05  
3.45500e-05  5.10075e-06  -2.94492e-05  

Peak Nr:   1038       Frequency (ppm):  1.33062    
Exp. Ampl    Fit. Ampl    Diff        
2.37141e-03  2.07692e-03  -2.94494e-04  
2.99485e-04  1.03725e-03  7.37770e-04  
5.39174e-04  5.18033e-04  -2.11405e-05  
2.77294e-04  2.58727e-04  -1.85673e-05  
2.17705e-04  1.29216e-04  -8.84889e-05  
2.35462e-04  6.45115e-05  -1.70950e-04  
3.12761e-05  3.22186e-05  9.42512e-07  
-2.49716e-05  1.60953e-05  4.10669e-05  
5.97072e-05  8.03790e-06  -5.16693e-05  
1.79538e-04  4.01339e-06  -1.75524e-04  

Peak Nr:   1039       Frequency (ppm):  1.33190    
Exp. Ampl    Fit. Ampl    Diff        
2.46269e-03  2.28224e-03  -1.80449e-04  
4.39661e-04  1.00763e-03  5.67966e-04  
6.03084e-04  4.44882e-04  -1.58202e-04  
2.65979e-04  1.96428e-04  -6.95504e-05  
2.31293e-04  8.67264e-05  -1.44566e-04  
1.76959e-04  3.82752e-05  -1.38684e-04  
-9.43335e-06  1.68989e-05  2.63323e-05  
-1.19214e-05  7.46356e-06  1.93850e-05  
9.70482e-05  3.29501e-06  -9.37532e-05  
-9.78991e-06  1.45439e-06  1.12443e-05  

Peak Nr:   1040       Frequency (ppm):  1.33361    
Exp. Ampl    Fit. Ampl    Diff        
2.48116e-03  2.42145e-03  -5.97148e-05  
7.08569e-04  1.21470e-03  5.06132e-04  
5.70814e-04  6.09353e-04  3.85385e-05  
4.13154e-04  3.05689e-04  -1.07465e-04  
2.52679e-04  1.53350e-04  -9.93290e-05  
1.32400e-05  7.69009e-05  6.36610e-05  
1.58833e-04  3.85770e-05  -1.20256e-04  
2.61217e-05  1.93574e-05  -6.76424e-06  
-6.24383e-05  9.71000e-06  7.21483e-05  
2.15219e-04  4.86986e-06  -2.10349e-04  

Peak Nr:   1041       Frequency (ppm):  1.33489    
Exp. Ampl    Fit. Ampl    Diff        
2.50735e-03  2.44920e-03  -5.81430e-05  
8.74972e-04  1.26032e-03  3.85348e-04  
7.45613e-04  6.48548e-04  -9.70644e-05  
3.44431e-04  3.33745e-04  -1.06861e-05  
2.28259e-04  1.71743e-04  -5.65159e-05  
1.09580e-04  8.83476e-05  -2.12320e-05  
5.89620e-05  4.54625e-05  -1.34995e-05  
1.84754e-04  2.34008e-05  -1.61353e-04  
-6.73676e-05  1.20410e-05  7.94087e-05  
-1.46331e-05  6.19479e-06  2.08279e-05  

Peak Nr:   1042       Frequency (ppm):  1.33703    
Exp. Ampl    Fit. Ampl    Diff        
2.64884e-03  2.56214e-03  -8.67061e-05  
1.21575e-03  1.36897e-03  1.53216e-04  
6.16033e-04  7.31456e-04  1.15423e-04  
3.19065e-04  3.90836e-04  7.17708e-05  
1.91927e-04  2.08830e-04  1.69025e-05  
2.04417e-04  1.11545e-04  -9.28716e-05  
9.05621e-05  5.95997e-05  -3.09624e-05  
5.66613e-05  3.18529e-05  -2.48084e-05  
-3.39309e-05  1.70184e-05  5.09493e-05  
2.17972e-04  9.09118e-06  -2.08881e-04  

Peak Nr:   1043       Frequency (ppm):  1.33916    
Exp. Ampl    Fit. Ampl    Diff        
2.55474e-03  2.49784e-03  -5.68917e-05  
1.28029e-03  1.32007e-03  3.97811e-05  
7.02637e-04  6.97648e-04  -4.98955e-06  
2.56423e-04  3.68710e-04  1.12287e-04  
3.25208e-04  1.94861e-04  -1.30347e-04  
9.78871e-05  1.02949e-04  5.06228e-06  
-2.64893e-05  5.44075e-05  8.08968e-05  
2.08519e-05  2.87613e-05  7.90932e-06  
-9.61705e-05  1.51992e-05  1.11370e-04  
7.89452e-05  8.03087e-06  -7.09143e-05  

Peak Nr:   1044       Frequency (ppm):  1.34087    
Exp. Ampl    Fit. Ampl    Diff        
2.86495e-03  2.75796e-03  -1.06987e-04  
1.20285e-03  1.45539e-03  2.52539e-04  
7.66720e-04  7.68025e-04  1.30442e-06  
3.46030e-04  4.05305e-04  5.92749e-05  
2.77741e-04  2.13885e-04  -6.38554e-05  
2.04585e-04  1.12833e-04  -9.17522e-05  
3.18626e-05  5.95430e-05  2.76804e-05  
8.91629e-05  3.14295e-05  -5.77333e-05  
4.66241e-05  1.65847e-05  -3.00394e-05  
9.01156e-05  8.75002e-06  -8.13655e-05  

Peak Nr:   1045       Frequency (ppm):  1.34301    
Exp. Ampl    Fit. Ampl    Diff        
2.83746e-03  2.77565e-03  -6.18066e-05  
1.31867e-03  1.50085e-03  1.82180e-04  
6.93531e-04  8.11546e-04  1.18015e-04  
5.05248e-04  4.38834e-04  -6.64147e-05  
1.60897e-04  2.37289e-04  7.63928e-05  
1.67532e-04  1.28269e-04  -3.92632e-05  
1.66354e-05  6.93576e-05  5.27222e-05  
1.39721e-04  3.75126e-05  -1.02208e-04  
-1.57590e-04  2.02828e-05  1.77873e-04  
1.76174e-04  1.09651e-05  -1.65208e-04  

Peak Nr:   1046       Frequency (ppm):  1.34515    
Exp. Ampl    Fit. Ampl    Diff        
2.94438e-03  2.87029e-03  -7.40861e-05  
7.50078e-04  1.39482e-03  6.44746e-04  
7.94084e-04  6.77826e-04  -1.16258e-04  
3.70490e-04  3.29404e-04  -4.10856e-05  
1.34708e-04  1.60077e-04  2.53694e-05  
1.73140e-04  7.77627e-05  -9.53776e-05  
1.09235e-04  3.77891e-05  -7.14464e-05  
1.02920e-04  1.83692e-05  -8.45505e-05  
-7.88360e-05  8.92606e-06  8.77621e-05  
3.15973e-05  4.33662e-06  -2.72607e-05  

Peak Nr:   1047       Frequency (ppm):  1.34600    
Exp. Ampl    Fit. Ampl    Diff        
2.99067e-03  2.90222e-03  -8.84503e-05  
5.24603e-04  1.24027e-03  7.15670e-04  
7.44771e-04  5.30043e-04  -2.14728e-04  
4.12831e-04  2.26526e-04  -1.86304e-04  
1.21235e-04  9.68090e-05  -2.44257e-05  
1.50714e-04  4.13546e-05  -1.09360e-04  
1.56011e-04  1.76731e-05  -1.38338e-04  
1.73326e-05  7.55536e-06  -9.77725e-06  
1.04553e-05  3.22859e-06  -7.22668e-06  
-2.08067e-05  1.37937e-06  2.21860e-05  

Peak Nr:   1048       Frequency (ppm):  1.35198    
Exp. Ampl    Fit. Ampl    Diff        
3.27882e-03  3.20235e-03  -7.64753e-05  
1.15914e-03  1.64144e-03  4.82305e-04  
1.00300e-03  8.41371e-04  -1.61626e-04  
3.13909e-04  4.31282e-04  1.17373e-04  
3.69730e-04  2.21068e-04  -1.48662e-04  
1.66567e-04  1.13277e-04  -5.32902e-05  
1.17716e-04  5.80632e-05  -5.96532e-05  
9.30495e-06  2.97700e-05  2.04651e-05  
1.11758e-04  1.52586e-05  -9.64993e-05  
1.19812e-04  7.81946e-06  -1.11992e-04  

Peak Nr:   1049       Frequency (ppm):  1.35583    
Exp. Ampl    Fit. Ampl    Diff        
3.61254e-03  3.51284e-03  -9.96960e-05  
1.30586e-03  1.64622e-03  3.40355e-04  
9.53675e-04  7.71474e-04  -1.82201e-04  
4.57573e-04  3.61550e-04  -9.60228e-05  
1.82305e-04  1.69436e-04  -1.28694e-05  
1.74661e-04  7.93732e-05  -9.52875e-05  
6.86086e-05  3.71967e-05  -3.14118e-05  
1.28758e-05  1.74370e-05  4.56119e-06  
-3.34825e-05  8.17097e-06  4.16535e-05  
6.87902e-06  3.82820e-06  -3.05082e-06  

Peak Nr:   1050       Frequency (ppm):  1.35839    
Exp. Ampl    Fit. Ampl    Diff        
4.02172e-03  3.91974e-03  -1.01972e-04  
1.54640e-03  1.89413e-03  3.47732e-04  
9.06243e-04  9.15311e-04  9.06813e-06  
4.59491e-04  4.42323e-04  -1.71683e-05  
1.90920e-04  2.13747e-04  2.28278e-05  
2.03324e-04  1.03252e-04  -1.00072e-04  
1.44926e-04  4.98948e-05  -9.50311e-05  
4.46493e-05  2.41180e-05  -2.05314e-05  
2.12554e-05  1.16538e-05  -9.60162e-06  
1.07223e-04  5.63014e-06  -1.01593e-04  

Peak Nr:   1051       Frequency (ppm):  1.36010    
Exp. Ampl    Fit. Ampl    Diff        
3.92775e-03  3.82792e-03  -9.98297e-05  
1.45675e-03  1.84647e-03  3.89725e-04  
8.83381e-04  8.90694e-04  7.31244e-06  
5.29082e-04  4.29662e-04  -9.94204e-05  
1.63716e-04  2.07260e-04  4.35439e-05  
2.60421e-04  9.99405e-05  -1.60481e-04  
4.47085e-05  4.82086e-05  3.50007e-06  
1.06641e-04  2.32614e-05  -8.33800e-05  
-2.28444e-05  1.12200e-05  3.40644e-05  
7.67016e-05  5.41090e-06  -7.12907e-05  

Peak Nr:   1052       Frequency (ppm):  1.36609    
Exp. Ampl    Fit. Ampl    Diff        
4.70722e-03  4.50348e-03  -2.03739e-04  
1.68271e-03  2.26907e-03  5.86363e-04  
1.32734e-03  1.14328e-03  -1.84061e-04  
5.66584e-04  5.76063e-04  9.47909e-06  
3.97867e-04  2.90253e-04  -1.07613e-04  
2.10059e-04  1.46195e-04  -6.38644e-05  
8.58615e-05  7.36605e-05  -1.22010e-05  
1.11167e-04  3.71244e-05  -7.40429e-05  
1.87482e-05  1.87040e-05  -4.41916e-08  
1.50827e-04  9.42190e-06  -1.41405e-04  

Peak Nr:   1053       Frequency (ppm):  1.36822    
Exp. Ampl    Fit. Ampl    Diff        
4.20744e-03  4.04181e-03  -1.65634e-04  
1.70630e-03  2.18119e-03  4.74891e-04  
1.41618e-03  1.17711e-03  -2.39077e-04  
5.50860e-04  6.35257e-04  8.43966e-05  
4.86063e-04  3.42826e-04  -1.43237e-04  
2.86511e-04  1.84953e-04  -1.01557e-04  
8.45600e-05  9.98118e-05  1.52518e-05  
1.01192e-04  5.38780e-05  -4.73135e-05  
4.71541e-05  2.90743e-05  -1.80798e-05  
5.88427e-05  1.56870e-05  -4.31557e-05  

Peak Nr:   1054       Frequency (ppm):  1.38232    
Exp. Ampl    Fit. Ampl    Diff        
3.44109e-02  3.36528e-02  -7.58085e-04  
1.81909e-02  1.79084e-02  -2.82478e-04  
9.26133e-03  9.53013e-03  2.68795e-04  
4.89492e-03  5.07167e-03  1.76747e-04  
2.72466e-03  2.69894e-03  -2.57109e-05  
1.57609e-03  1.43581e-03  -1.40283e-04  
7.94141e-04  7.64074e-04  -3.00673e-05  
4.42681e-04  4.06711e-04  -3.59693e-05  
3.03694e-04  2.16422e-04  -8.72719e-05  
2.21421e-04  1.15146e-04  -1.06275e-04  

Peak Nr:   1055       Frequency (ppm):  1.39600    
Exp. Ampl    Fit. Ampl    Diff        
1.09041e-01  1.08469e-01  -5.72724e-04  
5.47345e-02  5.56563e-02  9.21816e-04  
2.84748e-02  2.85581e-02  8.33901e-05  
1.48194e-02  1.46540e-02  -1.65376e-04  
8.17339e-03  7.51925e-03  -6.54139e-04  
4.41625e-03  3.85695e-03  -5.59300e-04  
2.74304e-03  1.97905e-03  -7.63992e-04  
1.72161e-03  1.01575e-03  -7.05855e-04  
7.42977e-04  5.21165e-04  -2.21812e-04  
7.41492e-04  2.67357e-04  -4.74136e-04  

Peak Nr:   1056       Frequency (ppm):  1.39685    
Exp. Ampl    Fit. Ampl    Diff        
1.20391e-01  1.19905e-01  -4.85955e-04  
5.90811e-02  5.96314e-02  5.50279e-04  
2.93223e-02  2.96563e-02  3.34025e-04  
1.47660e-02  1.47493e-02  -1.66857e-05  
8.17114e-03  7.33529e-03  -8.35852e-04  
4.21945e-03  3.64676e-03  -5.72694e-04  
2.56356e-03  1.81362e-03  -7.49937e-04  
1.57539e-03  9.02217e-04  -6.73174e-04  
6.67915e-04  4.48667e-04  -2.19248e-04  
7.76772e-04  2.23081e-04  -5.53691e-04  

Peak Nr:   1057       Frequency (ppm):  1.41053    
Exp. Ampl    Fit. Ampl    Diff        
2.44942e-01  2.39275e-01  -5.66728e-03  
1.24000e-01  1.23312e-01  -6.87923e-04  
6.24669e-02  6.35507e-02  1.08376e-03  
3.21176e-02  3.27526e-02  6.35032e-04  
1.69735e-02  1.68796e-02  -9.38361e-05  
9.15411e-03  8.69625e-03  -4.57864e-04  
5.29452e-03  4.48170e-03  -8.12812e-04  
3.25490e-03  2.31032e-03  -9.44577e-04  
1.29579e-03  1.19058e-03  -1.05206e-04  
1.09821e-03  6.13444e-04  -4.84762e-04  

Peak Nr:   1058       Frequency (ppm):  1.42549    
Exp. Ampl    Fit. Ampl    Diff        
2.40703e-01  2.40428e-01  -2.74349e-04  
1.20423e-01  1.20927e-01  5.03306e-04  
6.03024e-02  6.08225e-02  5.20109e-04  
3.07077e-02  3.05927e-02  -1.14995e-04  
1.60954e-02  1.53873e-02  -7.08091e-04  
8.54322e-03  7.73668e-03  -8.06544e-04  
4.74324e-03  3.89129e-03  -8.51954e-04  
3.03831e-03  1.95774e-03  -1.08057e-03  
1.36439e-03  9.84619e-04  -3.79768e-04  
6.09710e-04  4.95117e-04  -1.14592e-04  

Peak Nr:   1059       Frequency (ppm):  1.43916    
Exp. Ampl    Fit. Ampl    Diff        
1.00010e-01  9.98053e-02  -2.04418e-04  
5.03930e-02  5.07544e-02  3.61417e-04  
2.52889e-02  2.58106e-02  5.21758e-04  
1.35289e-02  1.31261e-02  -4.02751e-04  
7.09764e-03  6.67519e-03  -4.22450e-04  
3.98062e-03  3.39345e-03  -5.87172e-04  
2.25101e-03  1.72569e-03  -5.25313e-04  
1.40612e-03  8.77822e-04  -5.28301e-04  
3.66002e-04  4.46379e-04  8.03770e-05  
1.16788e-04  2.26949e-04  1.10161e-04  

Peak Nr:   1060       Frequency (ppm):  1.44044    
Exp. Ampl    Fit. Ampl    Diff        
1.01843e-01  9.94328e-02  -2.41056e-03  
5.04322e-02  5.04589e-02  2.67148e-05  
2.52675e-02  2.56066e-02  3.39061e-04  
1.29918e-02  1.29950e-02  3.24459e-06  
6.60015e-03  6.59468e-03  -5.47388e-06  
3.56462e-03  3.34549e-03  -2.19130e-04  
2.01201e-03  1.69774e-03  -3.14276e-04  
1.28558e-03  8.61791e-04  -4.23788e-04  
7.61652e-04  4.37308e-04  -3.24344e-04  
1.89727e-04  2.21871e-04  3.21440e-05  

Peak Nr:   1061       Frequency (ppm):  1.45412    
Exp. Ampl    Fit. Ampl    Diff        
3.28395e-02  3.28416e-02  2.18122e-06  
1.65983e-02  1.65105e-02  -8.78311e-05  
8.04727e-03  8.30043e-03  2.53168e-04  
4.31423e-03  4.17305e-03  -1.41182e-04  
2.07523e-03  2.09796e-03  2.27251e-05  
1.05476e-03  1.05436e-03  -4.09435e-07  
7.49735e-04  5.30060e-04  -2.19676e-04  
4.13317e-04  2.66554e-04  -1.46763e-04  
3.45867e-04  1.33998e-04  -2.11869e-04  
5.28652e-06  6.73497e-05  6.20632e-05  

Peak Nr:   1062       Frequency (ppm):  1.46651    
Exp. Ampl    Fit. Ampl    Diff        
3.40312e-03  3.32471e-03  -7.84097e-05  
1.95893e-03  1.71823e-03  -2.40699e-04  
6.58517e-04  8.87998e-04  2.29481e-04  
4.13397e-04  4.58939e-04  4.55424e-05  
2.45225e-04  2.37186e-04  -8.03868e-06  
1.30966e-04  1.22540e-04  -8.42619e-06  
2.38186e-06  6.33294e-05  6.09475e-05  
9.57818e-05  3.27379e-05  -6.30438e-05  
-1.98972e-06  1.69183e-05  1.89080e-05  
-5.72472e-05  8.74156e-06  6.59887e-05  

Peak Nr:   1063       Frequency (ppm):  1.46736    
Exp. Ampl    Fit. Ampl    Diff        
3.47989e-03  3.39686e-03  -8.30274e-05  
1.92485e-03  1.71433e-03  -2.10521e-04  
5.63243e-04  8.65198e-04  3.01955e-04  
4.60805e-04  4.36665e-04  -2.41394e-05  
1.91250e-04  2.20380e-04  2.91298e-05  
8.36502e-05  1.11185e-04  2.75345e-05  
1.17413e-04  5.61130e-05  -6.13001e-05  
4.75356e-05  2.83272e-05  -1.92084e-05  
