Fitting statistics for a 2D DOSY experiment  
Pure exponential fitting (Stejskal-Tanner equation)  
Monoexpoential fitting  


*******Fit Summary*******
Frequency   Exp. Ampl   Fit. Ampl1  error       Diff coef1  error       
5.53342     0.00024     0.00023     0.00007     0.00000     0.00000     
5.53513     0.00024     0.00029     0.00004     0.00000     0.00000     
5.53641     0.00028     0.00023     0.00006     0.00000     0.00000     
5.53812     0.00026     0.00024     0.00007     0.00000     0.00000     
5.54068     0.00020     0.00019     0.00006     0.00000     0.00000     
5.54239     0.00026     0.00018     0.00005     0.00000     0.00000     
5.54367     0.00016     0.00010     0.00008     0.00000     0.00000     
5.54496     0.00010     0.00010     0.00005     0.00000     0.00000     
5.54581     0.00015     0.00015     0.00010     0.00000     0.00000     
5.55008     0.00026     0.00023     0.00004     0.00000     0.00000     
5.55222     0.00020     0.00021     0.00004     0.00000     0.00000     
5.55436     0.00010     0.00007     0.00005     0.00000     0.00000     
5.55607     0.00017     0.00013     0.00005     0.00000     0.00000     
5.55863     0.00022     0.00020     0.00008     0.00000     0.00000     
5.56119     0.00004     0.00002     0.00006     0.00000     0.00000     
5.56205     0.00014     0.00013     0.00002     0.00000     0.00000     
5.56547     0.00008     0.00009     0.00006     0.00000     0.00000     
5.56718     0.00017     0.00014     0.00006     0.00000     0.00000     
5.56889     0.00025     0.00021     0.00008     0.00000     0.00000     
5.57060     0.00015     0.00015     0.00007     0.00000     0.00000     
5.57145     0.00017     0.00010     0.00007     0.00000     0.00000     
5.57444     0.00016     0.00016     0.00010     0.00000     0.00000     
5.57658     0.00007     0.00007     0.00008     0.00000     0.00000     
5.57829     0.00018     0.00013     0.00006     0.00000     0.00000     
5.58042     0.00012     0.00015     0.00007     0.00000     0.00000     
5.58171     0.00019     0.00018     0.00007     0.00000     0.00000     
5.58299     0.00005     0.00004     0.00006     0.00000     0.00000     
5.58512     0.00008     0.00010     0.00005     0.00000     0.00000     
5.58641     0.00007     0.00004     0.00007     0.00000     0.00000     
5.58769     0.00009     0.00010     0.00005     0.00000     0.00000     
5.58983     0.00010     0.00005     0.00004     0.00000     0.00000     
5.59111     0.00013     0.00013     0.00008     0.00000     0.00000     
5.59239     0.00009     0.00007     0.00007     0.00000     0.00000     
5.59666     0.00006     0.00002     0.00004     0.00000     0.00000     
5.59837     0.00000     0.00000     0.00002     -0.00000    0.00000     
5.60136     0.00008     0.00007     0.00004     0.00000     0.00000     
5.60222     0.00008     0.00002     0.00006     0.00000     0.00000     
5.60435     0.00001     0.00000     0.00002     -0.00000    0.00000     
5.60649     0.00013     0.00005     0.00008     0.00000     0.00000     
5.60991     0.00002     0.00002     0.00004     -0.00000    0.00000     
5.61290     0.00011     0.00003     0.00008     0.00000     0.00000     
5.61547     0.00003     0.00001     0.00003     -0.00000    0.00000     
5.62529     0.00002     -0.00002    0.00003     -0.00000    0.00000     
5.63170     0.00005     -0.00002    0.00003     0.00000     0.00000     
5.63384     0.00004     -0.00001    0.00004     -0.00000    0.00000     
5.64196     0.00007     0.00004     0.00005     0.00000     0.00000     
5.64623     0.00000     0.00000     0.00003     -0.00000    0.00000     
5.65435     0.00002     0.00000     0.00003     -0.00000    0.00000     
5.65563     0.00004     0.00001     0.00004     0.00000     0.00000     
5.66290     0.00002     0.00001     0.00007     0.00000     0.00000     

Gradient amplitudes [10]  (T m^-2) 
2.98253e-04  
8.74412e-03  
1.71898e-02  
2.56352e-02  
3.40809e-02  
4.25308e-02  
5.09766e-02  
5.94189e-02  
6.78655e-02  
7.63141e-02  

*******Residuals*******
Peak Nr:   1          Frequency (ppm):  -0.68254   
Exp. Ampl    Fit. Ampl    Diff        
4.98516e-05  4.39556e-06  -4.54560e-05  
5.14367e-05  4.50781e-06  -4.69289e-05  
-9.62951e-05  4.62292e-06  1.00918e-04  
7.58472e-05  4.74097e-06  -7.11062e-05  
-1.04563e-04  4.86204e-06  1.09425e-04  
1.20064e-05  4.98627e-06  -7.02013e-06  
7.16207e-05  5.11360e-06  -6.65071e-05  
-1.12983e-04  5.24413e-06  1.18227e-04  
-1.33852e-04  5.37806e-06  1.39230e-04  
9.43206e-05  5.51545e-06  -8.88052e-05  

Peak Nr:   2          Frequency (ppm):  -0.68040   
Exp. Ampl    Fit. Ampl    Diff        
6.50419e-05  4.84954e-05  -1.65465e-05  
-4.09830e-05  4.40361e-05  8.50191e-05  
1.35195e-05  3.99869e-05  2.64673e-05  
1.12145e-04  3.63101e-05  -7.58352e-05  
5.74416e-05  3.29713e-05  -2.44702e-05  
1.36851e-04  2.99381e-05  -1.06912e-04  
4.69694e-06  2.71852e-05  2.24883e-05  
5.17010e-05  2.46864e-05  -2.70146e-05  
-6.67214e-05  2.24162e-05  8.91376e-05  
-1.60777e-05  2.03543e-05  3.64320e-05  

Peak Nr:   3          Frequency (ppm):  -0.67827   
Exp. Ampl    Fit. Ampl    Diff        
1.33961e-04  8.04380e-05  -5.35234e-05  
-6.56104e-05  3.69311e-05  1.02542e-04  
1.00876e-05  1.69563e-05  6.86865e-06  
-7.71994e-05  7.78540e-06  8.49848e-05  
-3.84943e-05  3.57455e-06  4.20688e-05  
-2.06472e-05  1.64055e-06  2.22877e-05  
7.38850e-05  7.53221e-07  -7.31318e-05  
-1.88734e-06  3.45936e-07  2.23328e-06  
-3.19510e-05  1.58818e-07  3.21098e-05  
1.99826e-06  7.28991e-08  -1.92536e-06  

Peak Nr:   4          Frequency (ppm):  -0.67527   
Exp. Ampl    Fit. Ampl    Diff        
3.43474e-05  -3.01393e-05  -6.44868e-05  
-1.75275e-04  -3.39191e-05  1.41356e-04  
-3.72104e-05  -3.81729e-05  -9.62514e-07  
8.88139e-05  -4.29599e-05  -1.31774e-04  
-7.73191e-05  -4.83473e-05  2.89717e-05  
1.00351e-05  -5.44137e-05  -6.44488e-05  
-9.34534e-05  -6.12377e-05  3.22157e-05  
-1.67215e-04  -6.89141e-05  9.83011e-05  
4.73851e-05  -7.75574e-05  -1.24942e-04  
-8.49348e-05  -8.72873e-05  -2.35244e-06  

Peak Nr:   5          Frequency (ppm):  -0.67356   
Exp. Ampl    Fit. Ampl    Diff        
4.30650e-05  3.47422e-05  -8.32281e-06  
6.53637e-06  3.02994e-05  2.37630e-05  
2.74209e-05  2.64247e-05  -9.96119e-07  
1.28663e-05  2.30457e-05  1.01795e-05  
-4.53929e-05  2.00987e-05  6.54916e-05  
1.04513e-04  1.75273e-05  -8.69856e-05  
-9.63430e-05  1.52859e-05  1.11629e-04  
-4.04049e-05  1.33319e-05  5.37368e-05  
5.30866e-05  1.16269e-05  -4.14597e-05  
-1.00995e-04  1.01396e-05  1.11135e-04  

Peak Nr:   6          Frequency (ppm):  -0.67015   
Exp. Ampl    Fit. Ampl    Diff        
2.78978e-05  7.91127e-06  -1.99865e-05  
1.41506e-05  7.17080e-06  -6.97976e-06  
2.29934e-05  6.49965e-06  -1.64938e-05  
2.86926e-05  5.89134e-06  -2.28013e-05  
-1.28394e-04  5.33994e-06  1.33734e-04  
3.70354e-05  4.83991e-06  -3.21954e-05  
-8.05109e-05  4.38692e-06  8.48978e-05  
-1.34235e-04  3.97648e-06  1.38211e-04  
-1.26661e-05  3.60427e-06  1.62703e-05  
-6.80355e-05  3.26682e-06  7.13023e-05  

Peak Nr:   7          Frequency (ppm):  -0.66587   
Exp. Ampl    Fit. Ampl    Diff        
4.90584e-05  5.10294e-05  1.97101e-06  
6.50058e-06  4.27287e-05  3.62281e-05  
1.49851e-04  3.57783e-05  -1.14072e-04  
-5.47764e-05  2.99587e-05  8.47351e-05  
6.61436e-05  2.50856e-05  -4.10579e-05  
-4.18340e-05  2.10033e-05  6.28373e-05  
-1.10427e-06  1.75868e-05  1.86911e-05  
5.24817e-05  1.47271e-05  -3.77546e-05  
1.90377e-05  1.23314e-05  -6.70633e-06  
1.55271e-05  1.03249e-05  -5.20216e-06  

Peak Nr:   8          Frequency (ppm):  -0.66203   
Exp. Ampl    Fit. Ampl    Diff        
2.06379e-05  3.59826e-05  1.53447e-05  
5.77266e-05  2.85778e-05  -2.91488e-05  
5.47084e-05  2.26970e-05  -3.20114e-05  
2.30484e-05  1.80265e-05  -5.02195e-06  
-6.57493e-05  1.43169e-05  8.00662e-05  
4.11211e-05  1.13694e-05  -2.97517e-05  
-5.27082e-06  9.02974e-06  1.43006e-05  
-5.88802e-05  7.17223e-06  6.60524e-05  
3.19904e-05  5.69617e-06  -2.62943e-05  
-8.65007e-05  4.52363e-06  9.10243e-05  

Peak Nr:   9          Frequency (ppm):  -0.65818   
Exp. Ampl    Fit. Ampl    Diff        
7.23878e-05  2.89201e-05  -4.34676e-05  
-2.78516e-05  2.85412e-05  5.63928e-05  
1.31898e-04  2.81673e-05  -1.03730e-04  
7.63881e-05  2.77983e-05  -4.85898e-05  
-1.13362e-04  2.74341e-05  1.40796e-04  
-3.53432e-05  2.70745e-05  6.24177e-05  
1.49545e-05  2.67197e-05  1.17653e-05  
2.95639e-05  2.63698e-05  -3.19408e-06  
8.76011e-05  2.60243e-05  -6.15768e-05  
8.69690e-05  2.56832e-05  -6.12858e-05  

Peak Nr:   10         Frequency (ppm):  -0.65604   
Exp. Ampl    Fit. Ampl    Diff        
1.13513e-04  8.35529e-05  -2.99598e-05  
3.90984e-05  4.89479e-05  9.84948e-06  
-2.55785e-05  2.86755e-05  5.42539e-05  
-6.90664e-05  1.67995e-05  8.58659e-05  
9.67598e-06  9.84181e-06  1.65828e-07  
-9.34956e-06  5.76414e-06  1.51137e-05  
-7.00404e-06  3.37683e-06  1.03809e-05  
-7.88236e-05  1.97869e-06  8.08023e-05  
7.85853e-05  1.15913e-06  -7.74261e-05  
-1.04614e-05  6.78938e-07  1.11403e-05  

Peak Nr:   11         Frequency (ppm):  -0.65391   
Exp. Ampl    Fit. Ampl    Diff        
8.11171e-05  6.89858e-05  -1.21313e-05  
5.48925e-05  5.76173e-05  2.72483e-06  
3.37335e-05  4.81225e-05  1.43889e-05  
5.39452e-05  4.01926e-05  -1.37526e-05  
3.98688e-05  3.35692e-05  -6.29957e-06  
-1.73856e-05  2.80348e-05  4.54204e-05  
1.95627e-05  2.34148e-05  3.85209e-06  
-2.70497e-05  1.95577e-05  4.66074e-05  
1.36124e-05  1.63344e-05  2.72200e-06  
9.85942e-05  1.36418e-05  -8.49524e-05  

Peak Nr:   12         Frequency (ppm):  -0.65263   
Exp. Ampl    Fit. Ampl    Diff        
4.05849e-05  4.77876e-05  7.20266e-06  
1.88392e-05  4.22977e-05  2.34585e-05  
1.24956e-04  3.74386e-05  -8.75177e-05  
-1.91958e-05  3.31379e-05  5.23337e-05  
-3.07555e-05  2.93311e-05  6.00866e-05  
2.13900e-05  2.59600e-05  4.57002e-06  
-1.16160e-05  2.29777e-05  3.45937e-05  
1.07836e-04  2.03391e-05  -8.74971e-05  
7.32379e-05  1.80024e-05  -5.52355e-05  
-1.10433e-04  1.59336e-05  1.26366e-04  

Peak Nr:   13         Frequency (ppm):  -0.65177   
Exp. Ampl    Fit. Ampl    Diff        
1.49053e-04  1.21407e-04  -2.76458e-05  
1.51620e-05  7.75946e-05  6.24326e-05  
1.19286e-04  4.95933e-05  -6.96926e-05  
-4.91228e-05  3.16973e-05  8.08201e-05  
-3.28955e-05  2.02589e-05  5.31543e-05  
1.82062e-05  1.29452e-05  -5.26103e-06  
-6.77160e-06  8.27366e-06  1.50453e-05  
-3.88783e-05  5.28892e-06  4.41673e-05  
9.92288e-05  3.38018e-06  -9.58486e-05  
-1.06149e-05  2.16005e-06  1.27750e-05  

Peak Nr:   14         Frequency (ppm):  -0.65049   
Exp. Ampl    Fit. Ampl    Diff        
2.03149e-05  2.86244e-05  8.30953e-06  
6.75722e-05  2.45637e-05  -4.30084e-05  
-7.23842e-06  2.10792e-05  2.83176e-05  
4.48361e-05  1.80891e-05  -2.67470e-05  
5.76406e-05  1.55230e-05  -4.21176e-05  
-1.23538e-05  1.33200e-05  2.56738e-05  
-1.27619e-04  1.14304e-05  1.39050e-04  
7.11179e-05  9.80952e-06  -6.13084e-05  
-2.75432e-05  8.41784e-06  3.59610e-05  
8.51204e-06  7.22333e-06  -1.28870e-06  

Peak Nr:   15         Frequency (ppm):  -0.64878   
Exp. Ampl    Fit. Ampl    Diff        
1.51499e-04  9.05105e-05  -6.09889e-05  
2.55658e-05  6.44503e-05  3.88845e-05  
7.57228e-05  4.58938e-05  -2.98289e-05  
-8.97146e-05  3.26805e-05  1.22395e-04  
3.88234e-05  2.32712e-05  -1.55521e-05  
-5.12655e-05  1.65682e-05  6.78337e-05  
9.11952e-05  1.17978e-05  -7.93974e-05  
-2.04381e-05  8.40215e-06  2.88402e-05  
1.76301e-05  5.98281e-06  -1.16473e-05  
-8.87380e-05  4.25975e-06  9.29978e-05  

Peak Nr:   16         Frequency (ppm):  -0.64750   
Exp. Ampl    Fit. Ampl    Diff        
4.08437e-05  9.75005e-06  -3.10937e-05  
1.56044e-05  9.81595e-06  -5.78848e-06  
-8.37168e-05  9.88229e-06  9.35990e-05  
1.13071e-04  9.94908e-06  -1.03122e-04  
-3.35181e-05  1.00163e-05  4.35344e-05  
-3.81577e-05  1.00840e-05  4.82418e-05  
-1.01608e-05  1.01522e-05  2.03130e-05  
6.49235e-05  1.02208e-05  -5.47027e-05  
7.23737e-05  1.02899e-05  -6.20839e-05  
-4.57203e-05  1.03594e-05  5.60797e-05  

Peak Nr:   17         Frequency (ppm):  -0.64622   
Exp. Ampl    Fit. Ampl    Diff        
3.80877e-05  4.91165e-05  1.10288e-05  
7.62548e-05  4.09927e-05  -3.52622e-05  
7.55800e-05  3.42127e-05  -4.13673e-05  
5.11998e-06  2.85542e-05  2.34343e-05  
-1.31774e-04  2.38315e-05  1.55606e-04  
4.37080e-05  1.98881e-05  -2.38199e-05  
1.27945e-04  1.65987e-05  -1.11346e-04  
-5.24682e-05  1.38543e-05  6.63225e-05  
-3.39130e-05  1.15627e-05  4.54757e-05  
-4.08248e-05  9.64965e-06  5.04744e-05  

Peak Nr:   18         Frequency (ppm):  -0.64451   
Exp. Ampl    Fit. Ampl    Diff        
1.57587e-04  9.46080e-05  -6.29792e-05  
5.84927e-05  6.38184e-05  5.32570e-06  
-4.91365e-05  4.30494e-05  9.21859e-05  
-3.36185e-05  2.90399e-05  6.26584e-05  
-9.25112e-05  1.95892e-05  1.12100e-04  
-3.03139e-05  1.32115e-05  4.35254e-05  
-8.57346e-05  8.91195e-06  9.46465e-05  
1.29096e-04  6.01260e-06  -1.23083e-04  
4.84147e-05  4.05571e-06  -4.43590e-05  
-9.88148e-06  2.73546e-06  1.26169e-05  

Peak Nr:   19         Frequency (ppm):  -0.64322   
Exp. Ampl    Fit. Ampl    Diff        
8.37983e-05  2.70063e-05  -5.67920e-05  
-5.79134e-05  1.93526e-05  7.72660e-05  
1.07315e-05  1.38682e-05  3.13668e-06  
-3.10345e-05  9.93809e-06  4.09726e-05  
-1.90030e-06  7.12168e-06  9.02199e-06  
-6.04858e-05  5.10256e-06  6.55883e-05  
5.39308e-05  3.65650e-06  -5.02743e-05  
-2.87937e-05  2.62061e-06  3.14143e-05  
-1.77856e-05  1.87787e-06  1.96635e-05  
3.29549e-05  1.34554e-06  -3.16094e-05  

Peak Nr:   20         Frequency (ppm):  -0.63852   
Exp. Ampl    Fit. Ampl    Diff        
3.55273e-05  2.70875e-05  -8.43973e-06  
-7.38007e-06  2.87660e-05  3.61461e-05  
8.96743e-05  3.05485e-05  -5.91258e-05  
8.04521e-06  3.24414e-05  2.43961e-05  
-1.15082e-04  3.44515e-05  1.49533e-04  
1.92034e-05  3.65874e-05  1.73840e-05  
4.96706e-05  3.88546e-05  -1.08160e-05  
6.93775e-05  4.12612e-05  -2.81163e-05  
5.93223e-05  4.38182e-05  -1.55042e-05  
7.00060e-05  4.65343e-05  -2.34717e-05  

Peak Nr:   21         Frequency (ppm):  -0.63553   
Exp. Ampl    Fit. Ampl    Diff        
1.43528e-04  1.39923e-04  -3.60567e-06  
4.14832e-05  5.98352e-05  1.83520e-05  
-6.26173e-05  2.55877e-05  8.82051e-05  
-1.63627e-05  1.09426e-05  2.73053e-05  
-7.39842e-06  4.67951e-06  1.20779e-05  
-6.29744e-06  2.00028e-06  8.29772e-06  
-6.97723e-05  8.55386e-07  7.06277e-05  
-1.30294e-04  3.65919e-07  1.30660e-04  
9.83129e-07  1.56468e-07  -8.26661e-07  
-1.53712e-04  6.68921e-08  1.53779e-04  

Peak Nr:   22         Frequency (ppm):  -0.63254   
Exp. Ampl    Fit. Ampl    Diff        
9.79413e-05  9.68185e-05  -1.12278e-06  
-3.57177e-05  6.98488e-05  1.05567e-04  
8.69114e-05  5.03921e-05  -3.65193e-05  
1.23160e-04  3.63556e-05  -8.68046e-05  
7.06234e-05  2.62287e-05  -4.43947e-05  
-6.06956e-05  1.89194e-05  7.96151e-05  
-5.83962e-05  1.36493e-05  7.20455e-05  
-9.87427e-05  9.84851e-06  1.08591e-04  
-4.67433e-05  7.10494e-06  5.38482e-05  
-2.66816e-05  5.12525e-06  3.18069e-05  

Peak Nr:   23         Frequency (ppm):  -0.63126   
Exp. Ampl    Fit. Ampl    Diff        
7.67584e-05  3.91595e-05  -3.75990e-05  
-1.59273e-06  3.39065e-05  3.54992e-05  
-2.99594e-05  2.93582e-05  5.93176e-05  
5.81653e-05  2.54202e-05  -3.27450e-05  
8.73064e-05  2.20104e-05  -6.52960e-05  
-4.69852e-05  1.90565e-05  6.60417e-05  
9.71085e-06  1.65002e-05  6.78934e-06  
9.41947e-06  1.42877e-05  4.86820e-06  
1.00985e-04  1.23709e-05  -8.86140e-05  
-5.15626e-05  1.07110e-05  6.22736e-05  

Peak Nr:   24         Frequency (ppm):  -0.62998   
Exp. Ampl    Fit. Ampl    Diff        
5.06609e-05  8.01184e-05  2.94575e-05  
4.07986e-05  5.79593e-05  1.71607e-05  
7.81334e-05  4.19292e-05  -3.62042e-05  
1.14234e-04  3.03330e-05  -8.39011e-05  
7.96933e-05  2.19437e-05  -5.77496e-05  
2.47001e-05  1.58720e-05  -8.82804e-06  
-6.04115e-05  1.14822e-05  7.18937e-05  
-1.68306e-04  8.30758e-06  1.76614e-04  
1.05495e-05  6.00972e-06  -4.53978e-06  
-5.38031e-05  4.34710e-06  5.81502e-05  

Peak Nr:   25         Frequency (ppm):  -0.62912   
Exp. Ampl    Fit. Ampl    Diff        
6.44147e-05  3.93932e-05  -2.50215e-05  
7.63233e-05  3.71507e-05  -3.91725e-05  
9.11809e-05  3.50360e-05  -5.61449e-05  
2.52576e-05  3.30417e-05  7.78409e-06  
1.62207e-05  3.11608e-05  1.49401e-05  
-1.82168e-04  2.93861e-05  2.11554e-04  
-6.37435e-05  2.77134e-05  9.14569e-05  
6.24159e-05  2.61364e-05  -3.62795e-05  
5.65855e-05  2.46485e-05  -3.19370e-05  
8.52011e-05  2.32449e-05  -6.19562e-05  

Peak Nr:   26         Frequency (ppm):  -0.62741   
Exp. Ampl    Fit. Ampl    Diff        
9.08730e-06  3.17636e-05  2.26763e-05  
1.30401e-04  2.38495e-05  -1.06551e-04  
5.77342e-05  1.79073e-05  -3.98269e-05  
5.43857e-05  1.34458e-05  -4.09399e-05  
-5.08871e-05  1.00958e-05  6.09829e-05  
-1.23454e-05  7.57928e-06  1.99247e-05  
7.43614e-05  5.69086e-06  -6.86706e-05  
4.63843e-06  4.27345e-06  -3.64971e-07  
-9.38622e-05  3.20862e-06  9.70708e-05  
2.03038e-05  2.40895e-06  -1.78949e-05  

Peak Nr:   27         Frequency (ppm):  -0.62570   
Exp. Ampl    Fit. Ampl    Diff        
1.90252e-04  1.73965e-04  -1.62874e-05  
1.06328e-04  9.13262e-05  -1.50018e-05  
-1.06208e-04  4.79440e-05  1.54152e-04  
6.12310e-05  2.51700e-05  -3.60609e-05  
2.42377e-05  1.32137e-05  -1.10240e-05  
1.22462e-05  6.93461e-06  -5.31160e-06  
2.26124e-06  3.64047e-06  1.37924e-06  
-2.03710e-05  1.91165e-06  2.22827e-05  
-1.26304e-05  1.00351e-06  1.36339e-05  
-7.66338e-05  5.26700e-07  7.71605e-05  

Peak Nr:   28         Frequency (ppm):  -0.62357   
Exp. Ampl    Fit. Ampl    Diff        
1.65215e-04  1.52914e-04  -1.23010e-05  
7.28297e-05  9.25391e-05  1.97093e-05  
7.77752e-05  5.60026e-05  -2.17726e-05  
-5.93812e-05  3.38922e-05  9.32734e-05  
1.57444e-05  2.05109e-05  4.76651e-06  
2.87434e-05  1.24096e-05  -1.63338e-05  
-1.83233e-05  7.50996e-06  2.58332e-05  
-3.42234e-06  4.54578e-06  7.96812e-06  
5.22116e-05  2.75087e-06  -4.94607e-05  
-6.36422e-05  1.66448e-06  6.53067e-05  

Peak Nr:   29         Frequency (ppm):  -0.62271   
Exp. Ampl    Fit. Ampl    Diff        
1.98049e-04  1.78050e-04  -1.99991e-05  
-3.68743e-06  8.58878e-05  8.95752e-05  
6.21266e-05  4.14310e-05  -2.06956e-05  
-5.41099e-05  1.99863e-05  7.40962e-05  
-2.86588e-06  9.64116e-06  1.25070e-05  
-1.57543e-04  4.64905e-06  1.62192e-04  
-1.81405e-04  2.24262e-06  1.83648e-04  
-3.42989e-05  1.08212e-06  3.53811e-05  
-3.60632e-05  5.21964e-07  3.65851e-05  
-2.52822e-05  2.51725e-07  2.55339e-05  

Peak Nr:   30         Frequency (ppm):  -0.62143   
Exp. Ampl    Fit. Ampl    Diff        
7.39388e-05  -1.81658e-05  -9.21046e-05  
-5.08613e-05  -1.81543e-05  3.27071e-05  
-2.38827e-06  -1.81427e-05  -1.57544e-05  
1.04728e-04  -1.81311e-05  -1.22859e-04  
-1.27524e-04  -1.81196e-05  1.09404e-04  
-8.53817e-06  -1.81080e-05  -9.56985e-06  
-1.18217e-04  -1.80965e-05  1.00120e-04  
1.02120e-04  -1.80850e-05  -1.20205e-04  
-1.48568e-04  -1.80734e-05  1.30495e-04  
9.35508e-05  -1.80619e-05  -1.11613e-04  

Peak Nr:   31         Frequency (ppm):  -0.62058   
Exp. Ampl    Fit. Ampl    Diff        
7.78698e-05  4.65546e-05  -3.13152e-05  
3.13868e-05  3.71270e-05  5.74019e-06  
-2.18655e-05  2.96087e-05  5.14742e-05  
-3.21980e-05  2.36131e-05  5.58110e-05  
7.41814e-05  1.88314e-05  -5.53500e-05  
1.03096e-05  1.50163e-05  4.70665e-06  
-7.70143e-05  1.19754e-05  8.89897e-05  
3.17240e-05  9.55124e-06  -2.21728e-05  
-8.72506e-05  7.61692e-06  9.48676e-05  
4.71723e-05  6.07401e-06  -4.10983e-05  

Peak Nr:   32         Frequency (ppm):  -0.61758   
Exp. Ampl    Fit. Ampl    Diff        
2.20068e-04  1.78618e-04  -4.14499e-05  
4.17276e-05  1.23215e-04  8.14873e-05  
1.06070e-04  8.49969e-05  -2.10729e-05  
-8.65871e-06  5.86340e-05  6.72927e-05  
8.06020e-05  4.04474e-05  -4.01546e-05  
7.88626e-05  2.78965e-05  -5.09662e-05  
2.31492e-05  1.92437e-05  -3.90549e-06  
-4.09120e-05  1.32768e-05  5.41888e-05  
-4.86304e-05  9.15834e-06  5.77887e-05  
3.31277e-05  6.31686e-06  -2.68108e-05  

Peak Nr:   33         Frequency (ppm):  -0.61588   
Exp. Ampl    Fit. Ampl    Diff        
1.06934e-04  2.75173e-05  -7.94165e-05  
-3.25563e-05  2.10305e-05  5.35869e-05  
-8.60347e-05  1.60730e-05  1.02108e-04  
-1.89434e-05  1.22842e-05  3.12276e-05  
1.53442e-05  9.38845e-06  -5.95573e-06  
9.65692e-05  7.17433e-06  -8.93949e-05  
-9.42371e-05  5.48310e-06  9.97202e-05  
-6.48965e-05  4.19102e-06  6.90875e-05  
2.43644e-06  3.20298e-06  7.66539e-07  
9.36836e-05  2.44771e-06  -9.12359e-05  

Peak Nr:   34         Frequency (ppm):  -0.61459   
Exp. Ampl    Fit. Ampl    Diff        
3.06839e-05  2.57997e-05  -4.88422e-06  
9.55074e-06  2.59440e-05  1.63933e-05  
3.34184e-05  2.60891e-05  -7.32936e-06  
4.95987e-05  2.62349e-05  -2.33637e-05  
4.28349e-05  2.63817e-05  -1.64533e-05  
5.93230e-05  2.65293e-05  -3.27937e-05  
-3.88670e-06  2.66776e-05  3.05643e-05  
-6.57000e-05  2.68267e-05  9.25267e-05  
-9.91118e-06  2.69768e-05  3.68879e-05  
1.19038e-04  2.71277e-05  -9.19099e-05  

Peak Nr:   35         Frequency (ppm):  -0.61374   
Exp. Ampl    Fit. Ampl    Diff        
2.24399e-04  1.90197e-04  -3.42019e-05  
9.67325e-06  1.03683e-04  9.40099e-05  
-1.74634e-05  5.65220e-05  7.39854e-05  
3.29393e-05  3.08133e-05  -2.12603e-06  
2.14822e-05  1.67977e-05  -4.68454e-06  
-3.62863e-05  9.15433e-06  4.54407e-05  
-6.28200e-05  4.99038e-06  6.78104e-05  
-1.02172e-04  2.72113e-06  1.04893e-04  
-1.70841e-05  1.48331e-06  1.85675e-05  
3.87694e-05  8.08449e-07  -3.79610e-05  

Peak Nr:   36         Frequency (ppm):  -0.61246   
Exp. Ampl    Fit. Ampl    Diff        
9.56455e-05  9.99137e-05  4.26821e-06  
9.99038e-05  5.99510e-05  -3.99528e-05  
1.33695e-06  3.59726e-05  3.46357e-05  
-3.90530e-05  2.15852e-05  6.06382e-05  
5.07520e-07  1.29519e-05  1.24444e-05  
7.17866e-05  7.76958e-06  -6.40170e-05  
2.56095e-05  4.66199e-06  -2.09475e-05  
-3.07938e-05  2.79792e-06  3.35917e-05  
7.47623e-06  1.67876e-06  -5.79746e-06  
-8.70000e-06  1.00714e-06  9.70714e-06  

Peak Nr:   37         Frequency (ppm):  -0.61117   
Exp. Ampl    Fit. Ampl    Diff        
4.04406e-05  5.33267e-05  1.28860e-05  
8.56575e-05  4.69903e-05  -3.86672e-05  
-3.26808e-05  4.14069e-05  7.40877e-05  
-2.24286e-05  3.64871e-05  5.89157e-05  
7.98178e-05  3.21517e-05  -4.76661e-05  
6.15414e-05  2.83296e-05  -3.32117e-05  
9.57497e-05  2.49635e-05  -7.07863e-05  
4.09587e-05  2.19984e-05  -1.89603e-05  
-3.18042e-05  1.93843e-05  5.11885e-05  
-5.78380e-05  1.70803e-05  7.49183e-05  

Peak Nr:   38         Frequency (ppm):  -0.60989   
Exp. Ampl    Fit. Ampl    Diff        
1.72307e-04  1.06263e-04  -6.60436e-05  
-6.96457e-06  7.37795e-05  8.07440e-05  
6.23941e-05  5.12261e-05  -1.11680e-05  
-2.26431e-05  3.55675e-05  5.82106e-05  
-2.15472e-05  2.46951e-05  4.62423e-05  
-5.65262e-05  1.71430e-05  7.36692e-05  
1.08872e-05  1.19026e-05  1.01541e-06  
1.58381e-05  8.26533e-06  -7.57281e-06  
5.81841e-05  5.73853e-06  -5.24455e-05  
1.08426e-04  3.98385e-06  -1.04442e-04  

Peak Nr:   39         Frequency (ppm):  -0.60733   
Exp. Ampl    Fit. Ampl    Diff        
1.97164e-04  9.81869e-05  -9.89769e-05  
8.19450e-05  8.58969e-05  3.95188e-06  
-4.90202e-05  7.51454e-05  1.24166e-04  
-5.93524e-05  6.57400e-05  1.25092e-04  
1.42355e-04  5.75116e-05  -8.48430e-05  
2.16437e-05  5.03096e-05  2.86659e-05  
1.57005e-04  4.40124e-05  -1.12992e-04  
7.92318e-05  3.85056e-05  -4.07262e-05  
7.21140e-05  3.36855e-05  -3.84285e-05  
3.50910e-05  2.94678e-05  -5.62313e-06  

Peak Nr:   40         Frequency (ppm):  -0.60519   
Exp. Ampl    Fit. Ampl    Diff        
1.70046e-04  1.43822e-04  -2.62241e-05  
6.83126e-05  1.10135e-04  4.18221e-05  
